DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location
5,Friday,10AM,10PM,15MFF-0127,200 SHOTWELL ST,,"Tacos, Burritos, Tortas, Quesadillas, Mexican Drinks, Aguas Frescas",652257,,10:00,22:00,11834000,03/04/2011 10:30:43 AM,07/21/2011 11:23:49 AM,3571,014,N,"Santana ESG, Inc.",6007736.69666,2106759.30311,37.7651967350509,-122.416451692902,
5,Friday,1PM,2PM,14MFF-0001,180 MONTGOMERY ST,1:00PM-1:30PM,"Cold Truck: sandwiches, drinks, snacks, candy, hot coffee",509482,,13:00,14:00,9298000,06/02/2011 09:50:49 AM,06/02/2011 09:51:03 AM,0289,009,Y,Sun Rise Catering,6012023.61118,2115992.47962,37.7907890558203,-122.402273431333,
5,Friday,10AM,11AM,15MFF-0020,101 EXECUTIVE PARK BLVD,10:00am-10:05am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",626001,,10:00,11:00,5372202,08/29/2011 04:52:48 PM,08/29/2011 04:53:06 PM,4991,241,Y,Golden Catering,6013626.81853,2086973.71432,37.7111991003088,-122.394693339395,
5,Friday,10AM,3PM,15MFF-0047,290 TOWNSEND ST,10:00am-3:00pm,"Hot Dogs, Hamburgers, Nachos, Steaks, Pastas, Asian Dishes, Tri-Tip Sandwiches, Sodas & Water",629198,,10:00,15:00,12662000,07/28/2011 02:28:19 PM,07/28/2011 02:28:35 PM,3787,028,N,Linda's Catering,6014079.55674,2111038.10448,37.7773000262759,-122.394812784799,
5,Friday,10AM,11AM,15MFF-0116,299 ILLINOIS ST,"10:05am-10:10am, 12:10pm-12:15pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",639692,,10:00,11:00,7163000,07/01/2011 10:51:03 AM,07/01/2011 10:51:27 AM,3850,001A,Y,May Catering,,,,,
5,Friday,10AM,11AM,14MFF-0034,1828 EGBERT AVE,10:05am-10:15am,"Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.",526128,,10:00,11:00,5118000,04/22/2011 10:32:31 AM,10/24/2011 11:21:54 AM,5434B,005,Y,Bach Catering,6012168.38934,2092772.15906,37.7270392647114,-122.400141029645,
5,Friday,10AM,11AM,14MFF-0001,560 NATOMA ST,10:10am-10:15am,"Cold Truck: sandwiches, drinks, snacks, candy, hot coffee",509496,,10:00,11:00,9513000,06/07/2011 08:56:36 AM,06/07/2011 08:56:51 AM,3726,071,Y,Sun Rise Catering,6009961.2623,2111790.02747,37.7791347875605,-122.409112429172,
5,Friday,10AM,11AM,15MFF-0020,301 EXECUTIVE PARK BLVD,10:10am-10:25am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",626002,,10:00,11:00,5374000,08/29/2011 04:56:30 PM,08/29/2011 04:56:43 PM,4991,240,Y,Golden Catering,6014761.54077,2086930.26079,37.7111428086172,-122.390768390822,
5,Friday,10AM,11AM,15MFF-0116,500 16TH ST,10:10am-10:25am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",639693,,10:00,11:00,697000,07/01/2011 10:52:24 AM,07/01/2011 10:52:39 AM,3810,007,Y,May Catering,6015638.29704,2107239.05184,37.7669552085597,-122.389155218908,
5,Friday,10AM,11AM,15MFF-0061,1450 WALLACE AVE,10:15am-10:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",631458,,10:00,11:00,13355000,05/13/2011 09:16:14 AM,05/13/2011 09:16:32 AM,4828,024,Y,Liang Bai Ping,6015589.70159,2092302.36867,37.7259394852676,-122.388280728611,
5,Friday,10AM,11AM,15MFF-0079,2525 MARIN ST,10:15am-10:20am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",632706,,10:00,11:00,8700000,06/07/2011 04:30:45 PM,06/07/2011 04:31:06 PM,4343,001D,Y,Park's Catering,6011682.16711,2100464.95536,37.7481349335447,-122.402362570049,
5,Friday,1PM,2PM,15MFF-0119,3335 17TH ST,"10:20am-10:35am(Sat), 1:30pm-1:50pm(Sat), 1:20pm-1:35pm(M-F)","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks",645792,,13:00,14:00,797000,06/07/2011 11:13:12 AM,06/07/2011 11:13:51 AM,3576,086,Y,Natan's Catering,6006629.27774,2106102.87237,37.7633319911646,-122.420235403432,
5,Friday,10AM,11AM,15MFF-0079,3450 03RD ST,10:25am-10:30am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",632707,,10:00,11:00,198201,06/07/2011 04:31:45 PM,06/07/2011 04:32:12 PM,5211,029,Y,Park's Catering,6015841.40345,2099487.67011,37.7456828142552,-122.387911761433,
5,Friday,10AM,11AM,15MFF-0020,835 JAMESTOWN AVE,10:30am-10:40am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",626003,,10:00,11:00,7428000,08/29/2011 04:57:08 PM,08/29/2011 04:57:22 PM,4991,277,Y,Golden Catering,6014862.63879,2088936.11373,37.7166561002993,-122.390559039934,
5,Friday,10AM,11AM,15MFF-0058,350 08TH ST,10:35am-10:40am,"Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",630927,,10:00,11:00,414000,05/09/2011 01:07:14 PM,05/09/2011 01:07:28 PM,3756,003,Y,Mini Mobile Food Catering,6009929.21709,2109972.65871,37.7741429232436,-122.409095016264,
5,Friday,10AM,11AM,15MFF-0079,525 PHELPS ST,10:35am-10:40am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",632708,,10:00,11:00,10397000,06/07/2011 04:32:42 PM,06/07/2011 04:33:04 PM,5242,015,Y,Park's Catering,6015469.99789,2098212.94053,37.7421620878271,-122.389107048701,
5,Friday,10AM,11AM,15MFF-0117,2150 CESAR CHAVEZ ST,10:40am-10:45am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",641319,,10:00,11:00,2477000,10/24/2011 04:22:27 PM,10/24/2011 04:22:48 PM,4324,002,Y,Anas Goodies Catering,6012974.22837,2101008.95368,37.7497006783758,-122.397932791641,
5,Friday,10AM,11AM,13MFF-0102,2045 EVANS AVE,10:40am-11:00am,"Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks",437191,,10:00,11:00,5340000,06/07/2011 10:01:21 AM,06/07/2011 10:01:44 AM,4343,002,Y,Natan's Catering,6013398.6388,2100274.16728,37.7477067391559,-122.396413656839,
5,Friday,10AM,11AM,15MFF-0040,2145 MARKET ST,10:45am to 11am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",627754,,10:00,11:00,8764101,05/12/2011 08:15:29 AM,10/24/2011 04:39:00 PM,3543,003B,Y,BH & MT LLC,6003915.64989,2107389.84263,37.7667124225934,-122.429712749525,
5,Friday,10AM,11AM,15MFF-0040,1477 GROVE ST,10am to 10:20am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",627752,,10:00,11:00,6565000,05/12/2011 07:55:50 AM,05/12/2011 07:56:16 AM,1200,015,Y,BH & MT LLC,6000751.01311,2110656.00878,37.7755007902079,-122.44089299009,
5,Friday,10AM,11AM,15MFF-0051,2701 GREEN ST,10am-10:05am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",629920,,10:00,11:00,6480000,04/21/2011 04:58:58 PM,04/21/2011 04:59:14 PM,0955,001,Y,D & T Catering,6000113.15199,2117788.12991,37.7950473983156,-122.443611961361,
5,Friday,10AM,11AM,15MFF-0051,3100 PACIFIC AVE,10am-10:10am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",629926,,10:00,11:00,10163000,04/21/2011 05:04:34 PM,04/21/2011 05:04:49 PM,0965,006,Y,D & T Catering,5999298.01072,2116668.79574,37.7919274798426,-122.446351899572,
5,Friday,12PM,1PM,15MFF-0058,701 16TH ST,"10am-10:10am, 12:20pm-12:45pm","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",630924,,12:00,13:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:55 PM,8723,001,Y,Mini Mobile Food Catering,6014603.26051,2107142.35834,37.7666322775493,-122.392728509584,
5,Friday,11AM,12PM,15MFF-0061,1135 REVERE AVE,11:20am-11:40am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",631464,,11:00,12:00,10972000,05/13/2011 10:03:08 AM,05/13/2011 10:03:26 AM,4786,051,Y,Liang Bai Ping,6017554.98723,2092534.39015,37.726685271787,-122.381502925492,
5,Friday,12PM,1PM,14MFF-0109,1118 MISSION ST,12:00pm-12:10pm,"COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",559782,,12:00,13:00,9101000,08/31/2011 03:46:28 PM,08/31/2011 03:46:41 PM,3702,032,Y,Mang Hang Catering,6009292.77547,2111720.81017,37.7789072614613,-122.411420115933,
5,Friday,12PM,1PM,15MFF-0083,1000 HOLLISTER AVE,12:00pm-12:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",632858,,12:00,13:00,6961000,08/31/2011 01:24:17 PM,08/31/2011 01:24:32 PM,4943,002,Y,Singh Brothers Ice Cream,6014872.20285,2089703.55732,37.7187638807592,-122.390579577708,
5,Friday,12AM,5AM,15MFF-0109,1200 MISSISSIPPI ST,"12:01am-5:00am & 3:30pm-5:15pm (M-F), 12:01am-5:00am & 2:30pm-5:30pm (Sat)","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",635743,,00:00,05:00,9206000,09/21/2011 09:07:59 AM,09/21/2011 09:09:06 AM,4288,003,Y,M M Catering,6014089.98012,2101407.88576,37.7508581374316,-122.394102374471,
5,Friday,12PM,1PM,15MFF-0051,1150 FRANCISCO ST,12:10pm-12:50pm,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",629925,,12:00,13:00,5770000,04/21/2011 05:03:53 PM,04/21/2011 05:04:09 PM,0475,001,Y,D & T Catering,6005805.24689,2120698.42612,37.8033613224352,-122.424123509274,
5,Friday,12PM,1PM,13MFF-0102,1801 EVANS AVE,12:20pm-12:30pm,"Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks",437215,,12:00,13:00,5337000,06/07/2011 12:29:20 PM,06/07/2011 12:29:35 PM,5232,005,Y,Natan's Catering,6014579.44888,2099293.12719,37.745078648302,-122.392261844141,
5,Friday,12PM,1PM,15MFF-0116,535 MINNESOTA ST,12:33pm-12:35pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",639721,,12:00,13:00,9053000,08/31/2011 10:59:19 AM,08/31/2011 10:59:44 AM,3996,016,Y,May Catering,6015166.56617,2106081.52868,37.7637507401569,-122.390705976388,
5,Friday,10AM,11AM,15MFF-0061,1335 YOSEMITE AVE,"1335 YOSEMITE AVE - 7:45am-7:50am, 10:40am-10:45am","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",631443,,10:00,11:00,13779000,05/12/2011 04:23:05 PM,05/12/2011 04:23:25 PM,4846,013,Y,Liang Bai Ping,6015993.74262,2091565.17941,37.7239376882365,-122.386832585234,
5,Friday,9AM,11AM,15MFF-0119,1650 03RD ST,1450 3rd St: 9:40am-9:50am.  1650 3rd St: 10:30am-10:40am,"Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks",645814,,09:00,11:00,185205,06/08/2011 02:14:00 PM,06/08/2011 02:14:28 PM,8711,007,Y,Natan's Catering,6015577.58983,2107743.972,37.76833824373,-122.389400461508,
5,Friday,8AM,9AM,15MFF-0058,Assessors Block 4341/Lot001,1605 Kansas St: 6:30am-7:25am,"Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",630916,,08:00,09:00,7740000,05/09/2011 12:18:00 PM,05/09/2011 12:18:45 PM,4341,001,Y,Mini Mobile Food Catering,6011939.508,2100756.7,37.7489503634271,-122.401493189708,
5,Friday,8AM,5PM,15MFF-0108,58 MAIN ST,252' South of Market St,"Vietnamese sandwiches, spring rolls, bottle water, can soda, chicken and shrimp rice noodles, rice with chicken, chicken salad, noodle soup.",635282,,08:00,17:00,8627000,03/07/2011 01:21:31 PM,03/07/2011 01:22:58 PM,3711,005,N,"The Sandwich Stand, LLC.",6013948.78725,2116515.57958,37.7923326412243,-122.395649033197,
5,Friday,3PM,4PM,15MFF-0116,2090 EVANS AVE,3:00pm-3:15pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",639714,,15:00,16:00,5340000,08/31/2011 10:44:15 AM,08/31/2011 10:44:36 AM,4347A,003,Y,May Catering,6013370.58722,2100472.32908,37.7482492881932,-122.396524546777,
5,Friday,3PM,8PM,15MFF-0097,368 FELL ST,30LF east of NE corner of Octavia & Fell,"Artisan Pizzas (Margherita, Yukon Potato, Zoe's Pepperoni, Funghi, Brocolli Rabe, Bacon Kale,  Arugula) and Drinks.",633615,,15:00,20:00,5442000,06/23/2011 11:57:57 AM,02/13/2012 11:49:07 AM,0817,032,N,"Casey's Pizza, LLC",6005679.28642,2110688.85634,37.7758704298588,-122.423847229106,
5,Friday,11AM,12PM,15MFF-0058,355 FREMONT ST,"355 Harrison St: 9:50am-10am, 11:50am-12pm","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",630922,,11:00,12:00,6710000,05/09/2011 12:45:02 PM,05/09/2011 12:45:24 PM,3747,320,Y,Mini Mobile Food Catering,6014763.57081,2114688.28795,37.7873606094505,-122.392701953926,
5,Friday,8AM,3PM,15MFF-0013,670 05TH ST,4 Various trucks located on the 5th St frontage,Everything,624189,,08:00,15:00,307000,10/16/2013 03:10:32 PM,12/11/2013 02:36:29 PM,3785,002,N,"Off the Grid Services, LLC",6013234.01636,2110452.73514,37.7756456857724,-122.397696734316,
5,Friday,4PM,5PM,15MFF-0116,1600 DONNER AVE,4:00pm-4:05pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",639716,,16:00,17:00,4909000,08/31/2011 10:46:03 AM,08/31/2011 10:47:26 AM,4881,023,Y,May Catering,6013929.40606,2091793.45283,37.7244499679315,-122.393984693201,
5,Friday,4PM,5PM,15MFF-0083,195 KISKA RD,4:15pm-4:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",632875,,16:00,17:00,4938000,09/14/2011 10:44:23 AM,09/14/2011 10:44:39 AM,4700,052,Y,Singh Brothers Ice Cream,6018894.20641,2093709.40093,37.7299854741476,-122.376954714967,
5,Friday,5PM,6PM,15MFF-0083,360 PENINSULA AVE,5:00pm-5:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",632878,,17:00,18:00,10327000,09/14/2011 10:50:40 AM,09/14/2011 10:51:02 AM,5083,009,Y,Singh Brothers Ice Cream,6012279.71916,2086946.72593,37.7110500071211,-122.39934738525,
5,Friday,10AM,2PM,14MFF-0125,2600 INGALLS ST,,"Corndogs, fried burrito, rice placet, soda, water, sandwiches, soup, noodle plates",570016,,10:00,14:00,7236000,08/19/2014 03:50:13 PM,11/13/2014 02:29:18 PM,4882,001,N,Eva's Catering,6015158.81535,2091191.2052,37.7228645657946,-122.389692712248,
5,Friday,12PM,3AM,15MFF-0007,2601 MISSION ST,,"Soda, chips, energy drinks, hot dogs, bacon-wrapped hot dogs, fruit, corn",623661,,12:00,03:00,9124000,02/23/2015 03:34:01 PM,02/23/2015 03:34:38 PM,3637,069,N,Julie's Hot Dogs,6007021.27588,2103203.5076,37.7553930872542,-122.418673985373,
5,Friday,11AM,2PM,15MFF-0057,225 BUSH ST,,"Chicken Tiki Masala Burritos, Paneer Tiki Masala Burritos, Samosas, Mango Lassi",630168,,11:00,14:00,3422000,03/07/2011 10:26:59 AM,03/07/2011 10:27:35 AM,0289,001,N,Curry Up Now,6012351.63941,2116088.27731,37.7910703986756,-122.401145196973,
5,Friday,9AM,10PM,15MFF-0128,2598 HARRISON ST,,"Tacos, Burritos, Tortas, Quesadillas, Mexican Drinks, Aguas Frescas",652258,,09:00,22:00,6754000,03/04/2011 09:39:24 AM,03/04/2011 09:49:14 AM,3613,009,N,"Santana ESG, Inc.",6008875.45992,2103341.54331,37.7558763209725,-122.412271386632,
5,Friday,1PM,2PM,14MFF-0001,180 NEW MONTGOMERY ST,1:00PM-2:00PM,"Cold Truck: sandwiches, drinks, snacks, candy, hot coffee",509483,,13:00,14:00,9546000,06/02/2011 09:51:40 AM,06/02/2011 09:51:57 AM,3722,022,Y,Sun Rise Catering,6012860.22927,2114363.55606,37.7863630776208,-122.399264358097,
5,Friday,1PM,3PM,15MFF-0061,1377 FELL ST,1:05pm-3:00pm,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",631469,,13:00,15:00,5452000,05/13/2011 10:11:03 AM,05/13/2011 10:11:20 AM,1214,017,Y,Liang Bai Ping,6000846.3498,2109973.46268,37.7736321199408,-122.44051423368,
5,Friday,1PM,2PM,15MFF-0116,2300 CESAR CHAVEZ ST,1:55pm-2:00pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",639711,,13:00,14:00,2477000,08/24/2011 03:52:49 PM,08/24/2011 03:53:12 PM,4328A,007,Y,May Catering,6012540.96797,2100984.89095,37.7496104682221,-122.399429343357,
5,Friday,4PM,5PM,13MFF-0102,66 POTRERO AVE,"10:00am-10:10am(Sat), 4:40pm-4:55pm(M-F)","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks",437202,,16:00,17:00,10658000,06/07/2011 11:05:50 AM,06/07/2011 11:06:23 AM,3906,004,Y,Natan's Catering,6010232.94024,2107971.35823,37.7686648241945,-122.407903224274,
5,Friday,4PM,5PM,15MFF-0119,66 POTRERO AVE,"10:00am-10:10am(Sat), 4:40pm-4:55pm(M-F)","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks",645790,,16:00,17:00,10658000,06/07/2011 11:05:50 AM,06/07/2011 11:06:23 AM,3906,004,Y,Natan's Catering,6010232.94024,2107971.35823,37.7686648241945,-122.407903224274,
5,Friday,10AM,11AM,15MFF-0021,444 TOWNSEND ST,10:05am-10:10am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",626062,,10:00,11:00,12664000,05/06/2011 11:37:18 AM,05/06/2011 11:37:32 AM,3785,004A,Y,F & C Catering,6013062.85153,2110066.6773,37.7745761256077,-122.398261747293,
5,Friday,10AM,12PM,15MFF-0077,222 02ND ST,"10:05am-10:10am, 11:30am-11:40am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",632684,,10:00,12:00,135000,04/10/2012 10:00:05 AM,04/10/2012 10:00:23 AM,3735,063,Y,Quan Catering,6013205.99435,2114380.7873,37.7864296546035,-122.398069300142,
5,Friday,10AM,11AM,15MFF-0058,401 HARRISON ST,10:10am-10:20am,"Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",630925,,10:00,11:00,6711000,05/09/2011 12:49:29 PM,10/24/2011 04:36:12 PM,3765,001,Y,Mini Mobile Food Catering,6014952.69695,2114445.90991,37.786705596962,-122.392030655401,
5,Friday,10AM,11AM,14MFF-0034,1455 BANCROFT AVE,10:15am-10:20am,"Cold Truck: Cheeseburgers, Burgers, Chicken Bake, Chili Dogs, Hot Dogs, Corn Dogs, Cup of Noodles, Egg Muffins, Tamales, Hot Sandwiches Quesadillas, Gatorade, Juice, Soda, Mikl, Coffee, Hot Cocoa, Hot Tea, Flan, Fruits, Fruit Salad, Yogurt, Candy, Chips,  Donuts, Cookies, Granola, Muffins & Various Drinks & Pre-Packaged Snacks.",526129,,10:00,11:00,2709000,04/22/2011 10:35:02 AM,04/22/2011 10:35:15 AM,4879,022,Y,Bach Catering,6015044.19182,2091613.95342,37.7240189919943,-122.390118463974,
5,Friday,12PM,2PM,14MFF-0001,532 FOLSOM ST,"10:20-11:50am (M-Sa), 12:00pm-2:00pm (M-F)","Cold Truck: sandwiches, drinks, snacks, candy, hot coffee",509481,,12:00,14:00,5659000,06/02/2011 09:49:43 AM,06/02/2011 09:50:08 AM,3736,156,Y,Sun Rise Catering,6013882.72143,2114353.63016,37.7863927555352,-122.395726074077,
5,Friday,10AM,11AM,15MFF-0051,2201 VALLEJO ST,10:20am-10:30am,"Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks",629923,,10:00,11:00,13115000,04/21/2011 05:02:05 PM,04/21/2011 05:02:19 PM,0564,001,Y,D & T Catering,6003034.62674,2117846.79071,37.7953746521913,-122.433507424647,
5,Friday,10AM,11AM,15MFF-0028,409 ILLINOIS ST,10:25am-10:35am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",626854,,10:00,11:00,7165000,08/31/2011 11:55:53 AM,08/31/2011 11:56:08 AM,3940,001,Y,Two G's Catering,6015948.27353,2107171.45436,37.7667867792956,-122.388078331989,
5,Friday,10AM,2PM,15MFF-0037,500 HOWARD ST,10:30am-1:30pm,"St. Louis Style Ribs, Pulled Pork Sandwich, Smoked Brisket, Smoked Chicken Drumsticks, Spinach Salad, Cole Slaw, Baked Beans, Mashed Potatoes, Grilled Asparagus, Mac & Cheese, Potato Salad, Buttermil Pie, Soda, Water",627205,,10:00,14:00,7033000,10/25/2011 08:18:21 AM,10/25/2011 08:19:13 AM,3721,011,N,"Covered Dish Productions, LLC. dba. The Rib Whip",6013778.7388,2115134.04818,37.7885298177102,-122.396140544185,
5,Friday,10AM,11AM,15MFF-0116,2000 FOLSOM ST,10:30am-10:35am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",639695,,10:00,11:00,5690000,07/01/2011 10:54:58 AM,07/01/2011 10:55:20 AM,3571,001,Y,May Catering,6008048.383,2106787.69855,37.7652922254458,-122.415375651896,
5,Friday,1PM,2PM,15MFF-0065,1310 MINNESOTA ST,"10:30am-10:45am, 1:00pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",631771,,13:00,14:00,9059000,06/16/2011 01:28:15 PM,06/16/2011 01:28:44 PM,4228,129,Y,Mike's Catering,6015323.07395,2102466.83234,37.7538342401608,-122.389912147781,
5,Friday,8AM,10AM,15MFF-0021,1500 TENNESSEE ST,10:40am-10:45am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",626066,,08:00,10:00,12491000,05/06/2011 12:49:52 PM,05/06/2011 12:50:07 PM,4294,012,Y,F & C Catering,6015638.01363,2101922.12679,37.7523560542966,-122.388784980412,
5,Friday,10AM,11AM,15MFF-0021,1500 TENNESSEE ST,10:40am-10:45am,"Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",626066,,10:00,11:00,12491000,05/06/2011 12:49:52 PM,05/06/2011 12:50:07 PM,4294,012,Y,F & C Catering,6015638.01363,2101922.12679,37.7523560542966,-122.388784980412,
5,Friday,10AM,11AM,15MFF-0058,701 16TH ST,"10am-10:10am, 12:20pm-12:45pm","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",630924,,10:00,11:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:55 PM,8723,001,Y,Mini Mobile Food Catering,6014603.26051,2107142.35834,37.7666322775493,-122.392728509584,
5,Friday,11AM,12PM,15MFF-0061,1160 REVERE AVE,11:10am-11:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",631463,,11:00,12:00,10972000,05/13/2011 10:02:25 AM,05/13/2011 10:02:40 AM,4763,050,Y,Liang Bai Ping,6017475.4751,2092643.55343,37.7269806226365,-122.381785388427,
5,Friday,11AM,12PM,15MFF-0020,601 CRESCENT AVE,11:25am-11:30am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",626004,,11:00,12:00,4494000,08/29/2011 04:57:56 PM,08/29/2011 04:58:09 PM,5741,016,Y,Golden Catering,6007776.69785,2095716.79039,37.7348787351337,-122.415531470861,
5,Friday,11AM,12PM,15MFF-0117,3000 03RD ST,11:30am-11:35am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",641323,,11:00,12:00,195201,10/24/2011 04:27:57 PM,10/24/2011 04:28:11 PM,4315,008,Y,Anas Goodies Catering,6015940.45733,2101621.91417,37.751548491531,-122.387718127295,
